module_code,module_title,module_faculty,module_department,top_k_mean_sim,rank_top_k_sim,top_k_max_sim,top_k_min_sim,breadth_n_ssoc_groups,rank_breadth,coverage_n_jobs,coverage_pct,rank_coverage
IPM4102,Project Execution,College of Design and Engineering,Built Environment,0.680957019329071,216,0.7001953125,0.6630859375,4,7,1527,21.5,1294
PF3104,Project Execution,College of Design and Engineering,Built Environment,0.680957019329071,216,0.7001953125,0.6630859375,4,7,1527,21.5,1294
CH2276,Understanding Chinese Media and Cultural Industries,Arts and Social Science,Chinese Studies,0.680859386920929,217,0.70068359375,0.6630859375,9,2,3709,52.23,291
NM4208HM,Strategic Communication Design,Arts and Social Science,Communications and New Media,0.680712878704071,218,0.7158203125,0.6611328125,6,5,2655,37.39,669
NM4208,Strategic Communication Design,Arts and Social Science,Communications and New Media,0.680712878704071,218,0.7158203125,0.6611328125,6,5,2655,37.39,669
NRM3301,NUSC Undergraduate Research Opportunity (UROP),NUS College,NUS College Dean's Office,0.680615246295929,219,0.720703125,0.66845703125,4,7,3658,51.51,301
CN4235,Chemical Process Safety,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6805175542831421,220,0.71728515625,0.65478515625,2,9,563,7.93,2098
DOS3704,Operations Strategy,NUS Business School,Analytics and Operations,0.680419921875,221,0.72021484375,0.66650390625,6,5,3283,46.23,417
BT4103,Business Analytics Capstone Project,Computing,Information Systems and Analytics,0.6800292730331421,222,0.6943359375,0.66748046875,3,8,2628,37.01,680
QF4288,Undergraduate Project in Quantitative Finance,Science,Mathematics,0.679980456829071,223,0.72705078125,0.65625,4,7,2478,34.9,744
UTC1102F,"Junior Seminar: Leadership: Technology, Configuration, Work",Residential College,Tembusu College,0.6796875,224,0.68310546875,0.67626953125,1,10,6191,87.18,7
LL4074,Mergers & Acquisitions,Law,FoL Dean's Office,0.6795898675918579,225,0.72705078125,0.6669921875,3,8,4448,62.64,147
LL4074V,Mergers & Acquisitions,Law,FoL Dean's Office,0.6795898675918579,225,0.72705078125,0.6669921875,3,8,4448,62.64,147
UTC2413,Communicating with Communities in the 21st century,Residential College,College of Alice and Peter Tan,0.679443359375,226,0.68310546875,0.67578125,1,10,4692,66.08,108
UTS2416,Communicating with Communities in the 21st century,Residential College,College of Alice and Peter Tan,0.679443359375,226,0.68310546875,0.67578125,1,10,4692,66.08,108
MKT3416A,Business-to-Business Marketing,NUS Business School,Marketing,0.679394543170929,227,0.68603515625,0.67529296875,4,7,4529,63.78,128
MKT3715A,Business-to-Business Marketing,NUS Business School,Marketing,0.679394543170929,227,0.68603515625,0.67529296875,4,7,4529,63.78,128
MKT3416B,Business-to-Business Marketing,NUS Business School,Marketing,0.679394543170929,227,0.68603515625,0.67529296875,4,7,4529,63.78,128
CN4201R,Petroleum Refining,College of Design and Engineering,Chemical and Biomolecular Engineering,0.679394543170929,227,0.69921875,0.666015625,2,9,2609,36.74,688
CFG3001,Career Advancement,Non-Faculty-based Departments,Centre for Future-ready Grads,0.679394543170929,227,0.68603515625,0.67724609375,3,8,5704,80.33,19
MKT3715B,Business-to-Business Marketing,NUS Business School,Marketing,0.679394543170929,227,0.68603515625,0.67529296875,4,7,4529,63.78,128
MKT3416,Business-to-Business Marketing,NUS Business School,Marketing,0.679394543170929,227,0.68603515625,0.67529296875,4,7,4529,63.78,128
MKT3715,Business-to-Business Marketing,NUS Business School,Marketing,0.679394543170929,227,0.68603515625,0.67529296875,4,7,4529,63.78,128
MLE4231,Optoelectronics with Organics and Nanocrystals,College of Design and Engineering,Materials Science and Engineering,0.6793457269668579,228,0.7412109375,0.66015625,2,9,1084,15.27,1630
ID2105,Design for Context and Sustainability,College of Design and Engineering,Industrial Design,0.6793457269668579,228,0.71875,0.66259765625,6,5,5220,73.51,48
ACC4612A,SIA: Internal Auditing,NUS Business School,Accounting,0.6792968511581421,229,0.72998046875,0.65185546875,3,8,2618,36.87,685
IE4108,Analytics for E-Commerce,College of Design and Engineering,Industrial Systems Engineering and Management,0.6792968511581421,229,0.71826171875,0.6669921875,8,3,4658,65.6,111
MKT4723,Customer Experience Management,NUS Business School,Marketing,0.6792968511581421,229,0.7138671875,0.6748046875,4,7,3952,55.65,232
NM3244,Consulting as a Communication & Career Skill,Arts and Social Science,Communications and New Media,0.679150402545929,230,0.69189453125,0.6708984375,5,6,5678,79.96,22
GEN2061,Support Healthy AgeingSG,NUS,Office of the Provost,0.678955078125,231,0.693359375,0.66748046875,7,4,4910,69.15,80
PHS3122,Pharmaceutical Quality Management,Science,PharmacyandPharmaceuticalScience,0.678955078125,231,0.68603515625,0.67041015625,2,9,1710,24.08,1169
BLD3003,Personal Leadership Development,NUS Business School,BIZ Dean's Office,0.678955078125,231,0.689453125,0.66845703125,1,10,2919,41.11,557
GEN2061Y,Support Healthy AgeingSG,NUS,Office of the Provost,0.678955078125,231,0.693359375,0.66748046875,7,4,4910,69.15,80
GEN2061X,Support Healthy AgeingSG,NUS,Office of the Provost,0.678955078125,231,0.693359375,0.66748046875,7,4,4910,69.15,80
TCE2155,Structural Mechanics and Materials,Cont and Lifelong Education,SCALE Dean's Office,0.6788085699081421,232,0.69140625,0.6572265625,3,8,1396,19.66,1383
CN3101A,Chemical Engineering Process Lab,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6788085699081421,232,0.69775390625,0.67041015625,2,9,1061,14.94,1645
UTC2707,Understanding Health and Social Care in Singapore,Residential College,Residential College 4,0.678759753704071,233,0.697265625,0.66455078125,6,5,2453,34.54,757
UTS2701,Understanding Health and Social Care in Singapore,Residential College,Residential College 4,0.678759753704071,233,0.697265625,0.66455078125,6,5,2453,34.54,757
CS3226,Web Programming and Applications,Computing,Computer Science,0.678759753704071,233,0.7138671875,0.662109375,2,9,990,13.94,1704
LL4185,"Government Regulations: Law, Policy & Practice",Law,FoL Dean's Office,0.6787109375,234,0.70703125,0.65673828125,1,10,3480,49.01,352
GMS4100B,Duke-NUS Health Innovator Programme Part 2,Duke-NUS Medical School,Duke-NUS Dean's Office,0.6787109375,234,0.69580078125,0.666015625,5,6,2908,40.95,562
LL4185V,"Government Regulations: Law, Policy & Practice",Law,FoL Dean's Office,0.6787109375,234,0.70703125,0.65673828125,1,10,3480,49.01,352
BSP3001B,Strategic Management,NUS Business School,Strategy and Policy,0.6787109375,234,0.68212890625,0.67138671875,1,10,2870,40.42,577
ACC4711,Advanced Taxation,NUS Business School,Accounting,0.6786133050918579,235,0.72021484375,0.654296875,3,8,3900,54.92,245
ID3123,Interaction Design,College of Design and Engineering,Industrial Design,0.6786133050918579,235,0.736328125,0.64453125,6,5,1585,22.32,1253
ACC4611,Advanced Taxation,NUS Business School,Accounting,0.6786133050918579,235,0.72021484375,0.654296875,3,8,3900,54.92,245
LL4238V,International Corporate Finance,Law,FoL Dean's Office,0.678515613079071,236,0.71435546875,0.66357421875,2,9,3029,42.66,508
LL4238,International Corporate Finance,Law,FoL Dean's Office,0.678515613079071,236,0.71435546875,0.66357421875,2,9,3029,42.66,508
SA4105,Web Application Development,NUS-ISS,NUS-ISS,0.678466796875,237,0.69091796875,0.6669921875,2,9,3947,55.58,233
SA4105C,Web Application Development,NUS-ISS,NUS-ISS,0.678466796875,237,0.69091796875,0.6669921875,2,9,3947,55.58,233
MKT3811,Marketing Analysis & Decision Making,NUS Business School,Marketing,0.6783691644668579,238,0.68017578125,0.67529296875,4,7,4520,63.65,133
CS4243R,Computer Vision and Pattern Recognition,Computing,Computer Science,0.6783691644668579,238,0.71826171875,0.63916015625,4,7,2346,33.04,813
MNO4713,Leading Across Borders,NUS Business School,Management and Organisation,0.678271472454071,239,0.70361328125,0.67041015625,3,8,5400,76.05,39
EE3031,Innovation & Enterprise I,College of Design and Engineering,Electrical and Computer Engineering,0.67822265625,240,0.6875,0.67431640625,3,8,3375,47.53,386
EG2101,Pathways to Engineering Leadership,College of Design and Engineering,CDE Dean's Office,0.6781250238418579,241,0.6806640625,0.67431640625,2,9,3800,53.51,268
MNO3321,Training and Development,NUS Business School,Management and Organisation,0.6781250238418579,241,0.74609375,0.658203125,4,7,5202,73.26,52
ES2002,Business Communication for Leaders (BBA),Non-Faculty-based Departments,Center for Engl Lang Comms,0.678027331829071,242,0.68408203125,0.67578125,5,6,4679,65.89,110
EC3385,Maritime and Shipping Economics,Arts and Social Science,Economics,0.677978515625,243,0.7373046875,0.654296875,7,4,2276,32.05,852
PF4208,Safety and Health Management,College of Design and Engineering,Built Environment,0.677929699420929,244,0.69873046875,0.662109375,7,4,1959,27.59,1015
BCP4002B,Consulting Practicum,NUS Business School,BIZ Dean's Office,0.6778808832168579,245,0.701171875,0.66015625,3,8,6541,92.11,2
TIC4902S,Software Engineering Capstone,Cont and Lifelong Education,SCALE Dean's Office,0.6778320074081421,246,0.7109375,0.6572265625,2,9,1627,22.91,1222
ME3251,Materials For Engineers,College of Design and Engineering,Mechanical Engineering,0.677734375,247,0.70849609375,0.66748046875,2,9,2178,30.67,893
ME3251E,Materials For Engineers,Cont and Lifelong Education,SCALE Dean's Office,0.677734375,247,0.70849609375,0.66748046875,2,9,2178,30.67,893
TME3251,Materials For Engineers,Cont and Lifelong Education,SCALE Dean's Office,0.677734375,247,0.70849609375,0.66748046875,2,9,2178,30.67,893
IS4100,IT Project Management,Computing,Information Systems and Analytics,0.677734375,247,0.72900390625,0.65771484375,4,7,1940,27.32,1025
MKT4420,Marketing Analytics,NUS Business School,Marketing,0.677685558795929,248,0.7041015625,0.66845703125,4,7,4298,60.53,174
MKT4812,Marketing Analytics,NUS Business School,Marketing,0.677685558795929,248,0.7041015625,0.66845703125,4,7,4298,60.53,174
SW4226HM,Social Enterprises and Social Innovations,Arts and Social Science,Social Work,0.677685558795929,248,0.69287109375,0.67041015625,5,6,4719,66.46,103
SW4226,Social Enterprises and Social Innovations,Arts and Social Science,Social Work,0.677685558795929,248,0.69287109375,0.67041015625,5,6,4719,66.46,103
ME3103,Mechanical Systems Design,College of Design and Engineering,Mechanical Engineering,0.6776367425918579,249,0.71923828125,0.6650390625,1,10,1033,14.55,1668
ACC4761A,Seminars in Accounting: Internal Audit,NUS Business School,Accounting,0.677490234375,250,0.7255859375,0.6416015625,3,8,1407,19.81,1376
CE4283B,Virtual Design and Construction: Moving Beyond BIM,College of Design and Engineering,Civil and Environmental Engineering,0.677490234375,250,0.6787109375,0.67626953125,3,8,1929,27.17,1032
SE3551,FASS Undergraduate Research Opportunity (UROP),Arts and Social Science,Southeast Asian Studies,0.677441418170929,251,0.70654296875,0.6669921875,3,8,3786,53.32,270
NEP3001A,Impact Experience Project (One Year),NUS College,NUS College Dean's Office,0.6773437261581421,252,0.68359375,0.6748046875,3,8,4615,64.99,117
NEP3001AH,Impact Experience Project (One Year),NUS College,NUS College Dean's Office,0.6773437261581421,252,0.68359375,0.6748046875,3,8,4615,64.99,117
NEP3001AS,Impact Experience Project (One Year),NUS College,NUS College Dean's Office,0.6773437261581421,252,0.68359375,0.6748046875,3,8,4615,64.99,117
NEP3001AZ,Impact Experience Project (One Year),NUS College,NUS College Dean's Office,0.6773437261581421,252,0.68359375,0.6748046875,3,8,4615,64.99,117
LL4138V,Int'l & Comp Law of Sale in Asia,Law,FoL Dean's Office,0.677294909954071,253,0.6845703125,0.6650390625,2,9,4031,56.77,218
ID2112,Digital Design & Fabrication,College of Design and Engineering,Industrial Design,0.677197277545929,254,0.68896484375,0.66015625,3,8,2178,30.67,893
CN4118R,B.Eng. Dissertation,College of Design and Engineering,Chemical and Biomolecular Engineering,0.677197277545929,254,0.70263671875,0.65673828125,3,8,2977,41.92,526
CN4118,B.Eng. Dissertation,College of Design and Engineering,Chemical and Biomolecular Engineering,0.677197277545929,254,0.70263671875,0.65673828125,3,8,2977,41.92,526
TCX3215,Solutions Development for Business Analytics,Cont and Lifelong Education,SCALE Dean's Office,0.6769043207168579,255,0.7021484375,0.66015625,4,7,1490,20.98,1320
BT4101,B.Sc. (Business Analytics) Dissertation,Computing,Information Systems and Analytics,0.6769043207168579,255,0.69775390625,0.65771484375,2,9,2493,35.11,738
SP1230,NUS H3 Science Research Programme,Science,FoS Dean's Office,0.6769043207168579,255,0.68310546875,0.67041015625,2,9,3318,46.73,402
LL4065,Comparative Corporate Governance,Law,FoL Dean's Office,0.676806628704071,256,0.68896484375,0.6640625,5,6,5947,83.75,14
QF3101,Investment Instruments and Risk Management,Science,Mathematics,0.6767578125,257,0.7001953125,0.6611328125,3,8,1844,25.97,1080
PR4206,Industrial Pharmacy,Science,PharmacyandPharmaceuticalScience,0.676708996295929,258,0.70654296875,0.66259765625,3,8,2563,36.09,710
CM3201,Principles of Chemical Processes,Science,Chemistry,0.676708996295929,258,0.72021484375,0.6484375,1,10,917,12.91,1765
DOS4716,Advanced Operations and Supply Chain Management,NUS Business School,Analytics and Operations,0.6763671636581421,259,0.701171875,0.6591796875,7,4,4042,56.92,216
MKT3421,Marketing Analysis & Decision Making,NUS Business School,Marketing,0.676318347454071,260,0.6806640625,0.67236328125,4,7,4532,63.82,127
PF3306,Facilities Management Law And Contracts,College of Design and Engineering,Built Environment,0.67626953125,261,0.6904296875,0.6669921875,4,7,3009,42.37,517
CS3202,Software Engineering Project II,Computing,Computer Science,0.67626953125,261,0.74365234375,0.6572265625,2,9,1618,22.79,1228
PH2218,Business Ethics,Arts and Social Science,Philosophy,0.676220715045929,262,0.681640625,0.6650390625,1,10,2940,41.4,544
GEK2033,Business Ethics,Arts and Social Science,Philosophy,0.676220715045929,262,0.681640625,0.6650390625,1,10,2940,41.4,544
TBA3103,Application Systems Development for Business Analytics,Cont and Lifelong Education,SCALE Dean's Office,0.6761718988418579,263,0.68896484375,0.66455078125,2,9,2225,31.33,874
LL4162,Singapore Corporate Governance,Law,FoL Dean's Office,0.6761230230331421,264,0.6796875,0.67041015625,3,8,4102,57.77,210
DSC3201,Supply Chain Management,NUS Business School,Analytics and Operations,0.675976574420929,265,0.70361328125,0.65966796875,5,6,2373,33.42,799
DOS3701,Supply Chain Management,NUS Business School,Analytics and Operations,0.675976574420929,265,0.70361328125,0.65966796875,5,6,2373,33.42,799
PF4309,Infrastructure Operations and Maintenance,College of Design and Engineering,Built Environment,0.6759277582168579,266,0.70654296875,0.66845703125,5,6,2146,30.22,913
TIC4003,Software Project Management,Cont and Lifelong Education,SCALE Dean's Office,0.6759277582168579,266,0.69580078125,0.66162109375,4,7,1893,26.66,1053
CFG1002,Career Catalyst,Non-Faculty-based Departments,Office of the Provost,0.675830066204071,267,0.69482421875,0.6708984375,3,8,5696,80.21,20
MKT4715,Business Strategy Simulation for Marketers,NUS Business School,Marketing,0.67578125,268,0.68017578125,0.67333984375,1,10,4199,59.13,193
NUR3114,Leadership and Management,Yong Loo Lin Sch of Medicine,Alice Lee Center for Nursing Studies,0.675585925579071,269,0.7060546875,0.6552734375,4,7,3133,44.12,463
ME4102,Standards in Mechanical Engineering,College of Design and Engineering,Mechanical Engineering,0.675488293170929,270,0.68359375,0.66552734375,1,10,1839,25.9,1083
PC3280,Senior Student Seminar,Science,Physics,0.6754394769668579,271,0.69921875,0.66552734375,6,5,5570,78.44,30
TCN4208,Biochemical Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.675341784954071,272,0.7001953125,0.6533203125,5,6,1428,20.11,1362
EE4210E,Network Protocols and Applications,Cont and Lifelong Education,SCALE Dean's Office,0.67529296875,273,0.705078125,0.65087890625,4,7,1825,25.7,1091
TEE4210,Network Protocols and Applications,Cont and Lifelong Education,SCALE Dean's Office,0.67529296875,273,0.705078125,0.65087890625,4,7,1825,25.7,1091
MUA2242,Collaborative Piano - Instrumental Accompaniment,YST Conservatory of Music,YSTCM Dean's Office,0.675244152545929,274,0.76123046875,0.65234375,2,9,2192,30.87,887
EE3801,Data Engineering Principles,College of Design and Engineering,Electrical and Computer Engineering,0.675000011920929,275,0.72802734375,0.64453125,1,10,1261,17.76,1484
LL4034V,International Regulation of Shipping,Law,FoL Dean's Office,0.6749023199081421,276,0.69287109375,0.66259765625,7,4,2660,37.46,666
LL4034,International Regulation of Shipping,Law,FoL Dean's Office,0.6749023199081421,276,0.69287109375,0.66259765625,7,4,2660,37.46,666
ME4223,Thermal Environmental Engineering,College of Design and Engineering,Mechanical Engineering,0.6749023199081421,276,0.7392578125,0.64990234375,2,9,1243,17.5,1498
NEP3002C,Impact Experience Project,NUS College,NUS College Dean's Office,0.674755871295929,277,0.697265625,0.662109375,4,7,3830,53.94,258
NEP3002D,Impact Experience Project,NUS College,NUS College Dean's Office,0.674755871295929,277,0.697265625,0.662109375,4,7,3830,53.94,258
NEP3002E,Impact Experience Project,NUS College,NUS College Dean's Office,0.674755871295929,277,0.697265625,0.662109375,4,7,3830,53.94,258
NEP3001,Impact Experience Project,NUS College,NUS College Dean's Office,0.674755871295929,277,0.697265625,0.662109375,4,7,3830,53.94,258
NEP3001Z,Impact Experience Project,NUS College,NUS College Dean's Office,0.674755871295929,277,0.697265625,0.662109375,4,7,3830,53.94,258
NEP3002,Impact Experience Project,NUS College,NUS College Dean's Office,0.674755871295929,277,0.697265625,0.662109375,4,7,3830,53.94,258
NEP3002A,Impact Experience Project,NUS College,NUS College Dean's Office,0.674755871295929,277,0.697265625,0.662109375,4,7,3830,53.94,258
NEP3002B,Impact Experience Project,NUS College,NUS College Dean's Office,0.674755871295929,277,0.697265625,0.662109375,4,7,3830,53.94,258
CN4216R,Electronic Materials Science,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6747070550918579,278,0.7197265625,0.6552734375,3,8,1808,25.46,1101
SA4110C,Machine Learning Application Development,NUS-ISS,NUS-ISS,0.6746581792831421,279,0.70947265625,0.65673828125,4,7,1231,17.34,1507
SA4110,Machine Learning Application Development,NUS-ISS,NUS-ISS,0.6746581792831421,279,0.70947265625,0.65673828125,4,7,1231,17.34,1507
LAD3001,Design 5,College of Design and Engineering,Architecture,0.674609363079071,280,0.70166015625,0.66259765625,4,7,3295,46.4,412
CN1111,Chemical Engineering Principles,College of Design and Engineering,Chemical and Biomolecular Engineering,0.674511730670929,281,0.701171875,0.64501953125,1,10,1109,15.62,1609
CN1111X,Chemical Engineering Principles,College of Design and Engineering,Chemical and Biomolecular Engineering,0.674511730670929,281,0.701171875,0.64501953125,1,10,1109,15.62,1609
MLE4102,Design Project,College of Design and Engineering,Materials Science and Engineering,0.6744629144668579,282,0.69580078125,0.65966796875,3,8,2994,42.16,522
LL4382,Private International Law,Law,FoL Dean's Office,0.6744140386581421,283,0.689453125,0.6611328125,1,10,1258,17.72,1487
